2025-12-01 10:28:34,297 - INFO - 
   mean radius  mean texture  mean perimeter  mean area  ...  worst concavity  worst concave points  worst symmetry  worst fractal dimension
0        17.99         10.38          122.80     1001.0  ...           0.7119                0.2654          0.4601                  0.11890
1        20.57         17.77          132.90     1326.0  ...           0.2416                0.1860          0.2750                  0.08902
2        19.69         21.25          130.00     1203.0  ...           0.4504                0.2430          0.3613                  0.08758
3        11.42         20.38           77.58      386.1  ...           0.6869                0.2575          0.6638                  0.17300
4        20.29         14.34          135.10     1297.0  ...           0.4000                0.1625          0.2364                  0.07678

[5 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean     14.127292     19.289649       91.969033  ...              0.114606        0.290076                 0.083946
std       3.524049      4.301036       24.298981  ...              0.065732        0.061867                 0.018061
min       6.981000      9.710000       43.790000  ...              0.000000        0.156500                 0.055040
25%      11.700000     16.170000       75.170000  ...              0.064930        0.250400                 0.071460
50%      13.370000     18.840000       86.240000  ...              0.099930        0.282200                 0.080040
75%      15.780000     21.800000      104.100000  ...              0.161400        0.317900                 0.092080
max      28.110000     39.280000      188.500000  ...              0.291000        0.663800                 0.207500

[8 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - Статистика меток:
2025-12-01 10:28:34,316 - INFO - Уникальные значения: [0 1]
2025-12-01 10:28:34,317 - INFO - Распределение по классам:
1    357
0    212
Name: count, dtype: int64
2025-12-01 10:28:34,336 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean      0.338222      0.323965        0.332935  ...              0.393836        0.263307                 0.189596
std       0.166787      0.145453        0.167915  ...              0.225884        0.121954                 0.118466
min       0.000000      0.000000        0.000000  ...              0.000000        0.000000                 0.000000
25%       0.223342      0.218465        0.216847  ...              0.223127        0.185098                 0.107700
50%       0.302381      0.308759        0.293345  ...              0.343402        0.247782                 0.163977
75%       0.416442      0.408860        0.416765  ...              0.554639        0.318155                 0.242949
max       1.000000      1.000000        1.000000  ...              1.000000        1.000000                 1.000000

[8 rows x 30 columns]
2025-12-01 10:28:34,336 - INFO - Запустили пайплайн с ядром gaussian!
2025-12-01 10:28:36,681 - INFO - Минимальный эмпирический риск = 0.0211 достигается при k = 20
2025-12-01 13:37:43,925 - INFO - размер множества omega: 446, время итерации: 13.85258583498944
2025-12-01 13:37:57,842 - INFO - размер множества omega: 445, время итерации: 13.916509397997288
2025-12-01 13:38:11,660 - INFO - размер множества omega: 444, время итерации: 13.817967823997606
2025-12-01 13:38:25,595 - INFO - размер множества omega: 443, время итерации: 13.93558649199258
2025-12-01 13:38:39,304 - INFO - размер множества omega: 442, время итерации: 13.708605014006025
2025-12-01 13:38:52,961 - INFO - размер множества omega: 441, время итерации: 13.657180809008423
2025-12-01 13:39:06,580 - INFO - размер множества omega: 440, время итерации: 13.61855947499862
2025-12-01 13:39:20,192 - INFO - размер множества omega: 439, время итерации: 13.611911279993365
2025-12-01 13:39:33,848 - INFO - размер множества omega: 438, время итерации: 13.65646066699992
2025-12-01 13:39:47,268 - INFO - размер множества omega: 437, время итерации: 13.419303775997832
2025-12-01 13:40:00,737 - INFO - размер множества omega: 436, время итерации: 13.469516745011788
2025-12-01 13:40:14,083 - INFO - размер множества omega: 435, время итерации: 13.345309030002682
2025-12-01 13:40:27,439 - INFO - размер множества omega: 434, время итерации: 13.355608424011734
2025-12-01 13:40:40,762 - INFO - размер множества omega: 433, время итерации: 13.323839971999405
2025-12-01 13:40:53,875 - INFO - размер множества omega: 432, время итерации: 13.112507824989734
2025-12-01 13:41:07,162 - INFO - размер множества omega: 431, время итерации: 13.286805399999139
2025-12-01 13:41:20,199 - INFO - размер множества omega: 430, время итерации: 13.037334880005801
2025-12-01 13:41:33,410 - INFO - размер множества omega: 429, время итерации: 13.210892614995828
2025-12-01 13:41:46,366 - INFO - размер множества omega: 428, время итерации: 12.955278092005756
2025-12-01 13:41:59,298 - INFO - размер множества omega: 427, время итерации: 12.93181243899744
2025-12-01 13:42:12,171 - INFO - размер множества omega: 426, время итерации: 12.873151494000922
2025-12-01 13:42:25,008 - INFO - размер множества omega: 425, время итерации: 12.83748294399993
2025-12-01 13:42:37,902 - INFO - размер множества omega: 424, время итерации: 12.893508880006266
2025-12-01 13:42:50,620 - INFO - размер множества omega: 423, время итерации: 12.717601486001513
2025-12-01 13:43:03,489 - INFO - размер множества omega: 422, время итерации: 12.869353279995266
2025-12-01 13:43:16,226 - INFO - размер множества omega: 421, время итерации: 12.736990395002067
2025-12-01 13:43:28,755 - INFO - размер множества omega: 420, время итерации: 12.528962149997824
2025-12-01 13:43:41,390 - INFO - размер множества omega: 419, время итерации: 12.635137831006432
2025-12-01 13:43:53,904 - INFO - размер множества omega: 418, время итерации: 12.513291257011588
2025-12-01 13:44:06,404 - INFO - размер множества omega: 417, время итерации: 12.50052283599507
2025-12-01 13:44:18,854 - INFO - размер множества omega: 416, время итерации: 12.449183542994433
2025-12-01 13:44:31,314 - INFO - размер множества omega: 415, время итерации: 12.459981831998448
2025-12-01 13:44:43,781 - INFO - размер множества omega: 414, время итерации: 12.467018800001824
2025-12-01 13:44:56,088 - INFO - размер множества omega: 413, время итерации: 12.306648273995961
2025-12-01 13:45:08,405 - INFO - размер множества omega: 412, время итерации: 12.316899710000143
2025-12-01 13:45:20,593 - INFO - размер множества omega: 411, время итерации: 12.18837162500131
2025-12-01 13:45:32,757 - INFO - размер множества omega: 410, время итерации: 12.163651014998322
2025-12-01 13:45:44,878 - INFO - размер множества omega: 409, время итерации: 12.121464481999283
2025-12-01 13:45:57,087 - INFO - размер множества omega: 408, время итерации: 12.208700774004683
2025-12-01 13:46:09,199 - INFO - размер множества omega: 407, время итерации: 12.111759039995377
2025-12-01 13:46:21,397 - INFO - размер множества omega: 406, время итерации: 12.198407321993727
2025-12-01 13:46:33,373 - INFO - размер множества omega: 405, время итерации: 11.975729434998357
2025-12-01 13:46:45,254 - INFO - размер множества omega: 404, время итерации: 11.880974911997328
2025-12-01 13:46:57,134 - INFO - размер множества omega: 403, время итерации: 11.87962295699981
2025-12-01 13:47:08,888 - INFO - размер множества omega: 402, время итерации: 11.753918622998754
2025-12-01 13:47:20,758 - INFO - размер множества omega: 401, время итерации: 11.870489521999843
2025-12-01 13:47:32,472 - INFO - размер множества omega: 400, время итерации: 11.713738261998515
2025-12-01 13:47:44,276 - INFO - размер множества omega: 399, время итерации: 11.803954447997967
2025-12-01 13:47:56,028 - INFO - размер множества omega: 398, время итерации: 11.751296532995184
2025-12-01 13:48:07,675 - INFO - размер множества omega: 397, время итерации: 11.647665229989798
2025-12-01 13:48:19,380 - INFO - размер множества omega: 396, время итерации: 11.704041067001526
2025-12-01 13:48:30,968 - INFO - размер множества omega: 395, время итерации: 11.588551761000417
2025-12-01 13:48:42,720 - INFO - размер множества omega: 394, время итерации: 11.75217546299973
2025-12-01 13:48:54,424 - INFO - размер множества omega: 393, время итерации: 11.703155103008612
2025-12-01 13:49:06,083 - INFO - размер множества omega: 392, время итерации: 11.65968118100136
2025-12-01 13:49:17,494 - INFO - размер множества omega: 391, время итерации: 11.41071278898744
2025-12-01 13:49:29,122 - INFO - размер множества omega: 390, время итерации: 11.62741718799225
2025-12-01 13:49:40,426 - INFO - размер множества omega: 389, время итерации: 11.303891098999884
2025-12-01 13:49:51,708 - INFO - размер множества omega: 388, время итерации: 11.282573497999692
2025-12-01 13:50:03,031 - INFO - размер множества omega: 387, время итерации: 11.322731487001874
2025-12-01 13:50:14,326 - INFO - размер множества omega: 386, время итерации: 11.294600370005355
2025-12-01 13:50:25,483 - INFO - размер множества omega: 385, время итерации: 11.157073324007797
2025-12-01 13:50:36,598 - INFO - размер множества omega: 384, время итерации: 11.115179879998323
2025-12-01 13:50:47,604 - INFO - размер множества omega: 383, время итерации: 11.005383438998251
2025-12-01 13:50:58,652 - INFO - размер множества omega: 382, время итерации: 11.047884733998217
2025-12-01 13:51:09,634 - INFO - размер множества omega: 381, время итерации: 10.981774350002524
2025-12-01 13:51:20,477 - INFO - размер множества omega: 380, время итерации: 10.84320152598957
2025-12-01 13:51:31,303 - INFO - размер множества omega: 379, время итерации: 10.826574392995099
2025-12-01 13:51:42,191 - INFO - размер множества omega: 378, время итерации: 10.887667842995143
2025-12-01 13:51:53,054 - INFO - размер множества omega: 377, время итерации: 10.863122622991796
2025-12-01 13:52:03,737 - INFO - размер множества omega: 376, время итерации: 10.682272575999377
2025-12-01 13:52:14,455 - INFO - размер множества omega: 375, время итерации: 10.717873485002201
2025-12-01 13:52:25,064 - INFO - размер множества omega: 374, время итерации: 10.608950687994366
2025-12-01 13:52:35,640 - INFO - размер множества omega: 373, время итерации: 10.576576530002058
2025-12-01 13:52:46,283 - INFO - размер множества omega: 372, время итерации: 10.642671733992756
2025-12-01 13:52:56,813 - INFO - размер множества omega: 371, время итерации: 10.529520995987696
2025-12-01 13:53:07,323 - INFO - размер множества omega: 370, время итерации: 10.510623444002704
2025-12-01 13:53:17,796 - INFO - размер множества omega: 369, время итерации: 10.472096672005136
2025-12-01 13:53:28,097 - INFO - размер множества omega: 368, время итерации: 10.301215644998592
2025-12-01 13:53:38,448 - INFO - размер множества omega: 367, время итерации: 10.351361018998432
2025-12-01 13:53:48,769 - INFO - размер множества omega: 366, время итерации: 10.320703739009332
2025-12-01 13:53:59,002 - INFO - размер множества omega: 365, время итерации: 10.233241587993689
2025-12-01 13:54:09,244 - INFO - размер множества omega: 364, время итерации: 10.241144473999157
2025-12-01 13:54:19,437 - INFO - размер множества omega: 363, время итерации: 10.193548252995242
2025-12-01 13:54:29,499 - INFO - размер множества omega: 362, время итерации: 10.061289801000385
2025-12-01 13:54:39,510 - INFO - размер множества omega: 361, время итерации: 10.01073736800754
2025-12-01 13:54:49,527 - INFO - размер множества omega: 360, время итерации: 10.017149441002402
2025-12-01 13:54:59,526 - INFO - размер множества omega: 359, время итерации: 9.9995506760024
2025-12-01 13:55:09,418 - INFO - размер множества omega: 358, время итерации: 9.891871813000762
2025-12-01 13:55:19,419 - INFO - размер множества omega: 357, время итерации: 10.000539489992661
2025-12-01 13:55:29,286 - INFO - размер множества omega: 356, время итерации: 9.866595040992252
2025-12-01 13:55:39,089 - INFO - размер множества omega: 355, время итерации: 9.80348521900305
2025-12-01 13:55:48,868 - INFO - размер множества omega: 354, время итерации: 9.778895005001687
2025-12-01 13:55:58,643 - INFO - размер множества omega: 353, время итерации: 9.774822018996929
2025-12-01 13:56:08,422 - INFO - размер множества omega: 352, время итерации: 9.778812685006415
2025-12-01 13:56:18,153 - INFO - размер множества omega: 351, время итерации: 9.73107288099709
2025-12-01 13:56:27,831 - INFO - размер множества omega: 350, время итерации: 9.67771258400171
2025-12-01 13:56:37,377 - INFO - размер множества omega: 349, время итерации: 9.5462160439929
2025-12-01 13:56:46,932 - INFO - размер множества omega: 348, время итерации: 9.554949120996753
2025-12-01 13:56:56,507 - INFO - размер множества omega: 347, время итерации: 9.57451746800507
2025-12-01 13:57:05,998 - INFO - размер множества omega: 346, время итерации: 9.491165383005864
2025-12-01 13:57:15,376 - INFO - размер множества omega: 345, время итерации: 9.378184568005963
2025-12-01 13:57:24,802 - INFO - размер множества omega: 344, время итерации: 9.426049267000053
2025-12-01 13:57:34,125 - INFO - размер множества omega: 343, время итерации: 9.321966256989981
2025-12-01 13:57:43,536 - INFO - размер множества omega: 342, время итерации: 9.411665281993919
2025-12-01 13:57:52,761 - INFO - размер множества omega: 341, время итерации: 9.224176036004792
2025-12-01 13:58:01,972 - INFO - размер множества omega: 340, время итерации: 9.211444925997057
2025-12-01 13:58:11,026 - INFO - размер множества omega: 339, время итерации: 9.054029637001804
2025-12-01 13:58:20,202 - INFO - размер множества omega: 338, время итерации: 9.17534821400477
2025-12-01 13:58:29,294 - INFO - размер множества omega: 337, время итерации: 9.092815202995553
2025-12-01 13:58:38,339 - INFO - размер множества omega: 336, время итерации: 9.04419583499839
2025-12-01 13:58:47,391 - INFO - размер множества omega: 335, время итерации: 9.052271640000981
2025-12-01 13:58:56,401 - INFO - размер множества omega: 334, время итерации: 9.009657143004006
2025-12-01 13:59:05,294 - INFO - размер множества omega: 333, время итерации: 8.893411619006656
2025-12-01 13:59:14,206 - INFO - размер множества omega: 332, время итерации: 8.91175694600679
2025-12-01 13:59:23,074 - INFO - размер множества omega: 331, время итерации: 8.867861445003655
2025-12-01 13:59:31,924 - INFO - размер множества omega: 330, время итерации: 8.849681692998274
2025-12-01 13:59:40,897 - INFO - размер множества omega: 329, время итерации: 8.973049934997107
2025-12-01 13:59:49,951 - INFO - размер множества omega: 328, время итерации: 9.053831457000342
2025-12-01 13:59:59,002 - INFO - размер множества omega: 327, время итерации: 9.05081308199442
2025-12-01 14:00:07,757 - INFO - размер множества omega: 326, время итерации: 8.755506765999598
2025-12-01 14:00:16,279 - INFO - размер множества omega: 325, время итерации: 8.52109005699458
2025-12-01 14:00:25,186 - INFO - размер множества omega: 324, время итерации: 8.90749450599833
2025-12-01 14:00:34,262 - INFO - размер множества omega: 323, время итерации: 9.07589386300242
2025-12-01 14:00:42,787 - INFO - размер множества omega: 322, время итерации: 8.524542323008063
2025-12-01 14:00:51,375 - INFO - размер множества omega: 321, время итерации: 8.588209513996844
2025-12-01 14:00:59,997 - INFO - размер множества omega: 320, время итерации: 8.62217723800859
2025-12-01 14:01:08,442 - INFO - размер множества omega: 319, время итерации: 8.444891199003905
2025-12-01 14:01:16,718 - INFO - размер множества omega: 318, время итерации: 8.275895507002133
2025-12-01 14:01:25,044 - INFO - размер множества omega: 317, время итерации: 8.325729039002908
2025-12-01 14:01:33,321 - INFO - размер множества omega: 316, время итерации: 8.277149025991093
2025-12-01 14:01:41,489 - INFO - размер множества omega: 315, время итерации: 8.167413404007675
2025-12-01 14:01:49,619 - INFO - размер множества omega: 314, время итерации: 8.130021741002565
2025-12-01 14:01:57,784 - INFO - размер множества omega: 313, время итерации: 8.164606737002032
2025-12-01 14:02:05,912 - INFO - размер множества omega: 312, время итерации: 8.128047279009479
2025-12-01 14:02:13,940 - INFO - размер множества omega: 311, время итерации: 8.02807344601024
2025-12-01 14:02:21,864 - INFO - размер множества omega: 310, время итерации: 7.9238501580111915
2025-12-01 14:02:29,882 - INFO - размер множества omega: 309, время итерации: 8.018250294990139
2025-12-01 14:02:37,932 - INFO - размер множества omega: 308, время итерации: 8.04977219599823
2025-12-01 14:02:45,837 - INFO - размер множества omega: 307, время итерации: 7.905256327998359
2025-12-01 14:02:53,971 - INFO - размер множества omega: 306, время итерации: 8.134006380001665
2025-12-01 14:03:01,918 - INFO - размер множества omega: 305, время итерации: 7.9467347169993445
2025-12-01 14:03:09,868 - INFO - размер множества omega: 304, время итерации: 7.949281044988311
2025-12-01 14:03:17,602 - INFO - размер множества omega: 303, время итерации: 7.7347171349974815
2025-12-01 14:03:25,417 - INFO - размер множества omega: 302, время итерации: 7.814850159993512
2025-12-01 14:03:33,199 - INFO - размер множества omega: 301, время итерации: 7.78156480799953
2025-12-01 14:03:40,939 - INFO - размер множества omega: 300, время итерации: 7.739881667002919
2025-12-01 14:03:48,594 - INFO - размер множества omega: 299, время итерации: 7.65449938600068
2025-12-01 14:03:56,182 - INFO - размер множества omega: 298, время итерации: 7.588013443004456
2025-12-01 14:04:03,811 - INFO - размер множества omega: 297, время итерации: 7.628892895008903
2025-12-01 14:04:11,374 - INFO - размер множества omega: 296, время итерации: 7.56295195799612
2025-12-01 14:04:18,926 - INFO - размер множества omega: 295, время итерации: 7.551930575995357
2025-12-01 14:04:26,391 - INFO - размер множества omega: 294, время итерации: 7.464819875996909
2025-12-01 14:04:33,903 - INFO - размер множества omega: 293, время итерации: 7.511920732009457
2025-12-01 14:04:41,293 - INFO - размер множества omega: 292, время итерации: 7.389948400988942
2025-12-01 14:04:48,675 - INFO - размер множества omega: 291, время итерации: 7.382257549994392
2025-12-01 14:04:55,981 - INFO - размер множества omega: 290, время итерации: 7.305969288994675
2025-12-01 14:05:03,328 - INFO - размер множества omega: 289, время итерации: 7.3465385290037375
2025-12-01 14:05:10,535 - INFO - размер множества omega: 288, время итерации: 7.207696508005029
2025-12-01 14:05:17,786 - INFO - размер множества omega: 287, время итерации: 7.2505350559949875
2025-12-01 14:05:24,990 - INFO - размер множества omega: 286, время итерации: 7.204343033008627
2025-12-01 14:05:32,094 - INFO - размер множества omega: 285, время итерации: 7.103666349998093
2025-12-01 14:05:39,189 - INFO - размер множества omega: 284, время итерации: 7.094972193997819
2025-12-01 14:05:46,232 - INFO - размер множества omega: 283, время итерации: 7.042173187001026
2025-12-01 14:05:53,282 - INFO - размер множества omega: 282, время итерации: 7.050729563998175
2025-12-01 14:06:00,273 - INFO - размер множества omega: 281, время итерации: 6.990240922008525
2025-12-01 14:06:07,233 - INFO - размер множества omega: 280, время итерации: 6.959801861987216
2025-12-01 14:06:14,141 - INFO - размер множества omega: 279, время итерации: 6.908668914998998
2025-12-01 14:06:21,061 - INFO - размер множества omega: 278, время итерации: 6.919570529003977
2025-12-01 14:06:27,892 - INFO - размер множества omega: 277, время итерации: 6.831292289993144
2025-12-01 14:06:34,662 - INFO - размер множества omega: 276, время итерации: 6.770055630011484
2025-12-01 14:06:41,376 - INFO - размер множества omega: 275, время итерации: 6.713108408992412
2025-12-01 14:06:48,034 - INFO - размер множества omega: 274, время итерации: 6.6581490079988725
2025-12-01 14:06:54,700 - INFO - размер множества omega: 273, время итерации: 6.665732243985985
2025-12-01 14:07:01,298 - INFO - размер множества omega: 272, время итерации: 6.598249189002672
2025-12-01 14:07:07,902 - INFO - размер множества omega: 271, время итерации: 6.604203908005729
2025-12-01 14:07:14,424 - INFO - размер множества omega: 270, время итерации: 6.521254021994537
2025-12-01 14:07:20,882 - INFO - размер множества omega: 269, время итерации: 6.458156721011619
2025-12-01 14:07:27,416 - INFO - размер множества omega: 268, время итерации: 6.533991585005424
2025-12-01 14:07:33,908 - INFO - размер множества omega: 267, время итерации: 6.491893560989411
2025-12-01 14:07:40,314 - INFO - размер множества omega: 266, время итерации: 6.405777706007939
2025-12-01 14:07:46,760 - INFO - размер множества omega: 265, время итерации: 6.446669215001748
2025-12-01 14:07:53,314 - INFO - размер множества omega: 264, время итерации: 6.5532388989959145
2025-12-01 14:07:59,925 - INFO - размер множества omega: 263, время итерации: 6.611023036995903
2025-12-01 14:08:06,299 - INFO - размер множества omega: 262, время итерации: 6.374051246006275
2025-12-01 14:08:12,544 - INFO - размер множества omega: 261, время итерации: 6.244987483005389
2025-12-01 14:08:18,690 - INFO - размер множества omega: 260, время итерации: 6.1454823310050415
2025-12-01 14:08:24,845 - INFO - размер множества omega: 259, время итерации: 6.155379468007595
2025-12-01 14:08:31,050 - INFO - размер множества omega: 258, время итерации: 6.204626924998593
2025-12-01 14:08:37,103 - INFO - размер множества omega: 257, время итерации: 6.052843905999907
2025-12-01 14:08:43,302 - INFO - размер множества omega: 256, время итерации: 6.198699982996914
2025-12-01 14:08:49,368 - INFO - размер множества omega: 255, время итерации: 6.065909555996768
2025-12-01 14:08:55,387 - INFO - размер множества omega: 254, время итерации: 6.019730357991648
2025-12-01 14:09:01,480 - INFO - размер множества omega: 253, время итерации: 6.09256042400375
2025-12-01 14:09:07,517 - INFO - размер множества omega: 252, время итерации: 6.036624264990678
2025-12-01 14:09:13,488 - INFO - размер множества omega: 251, время итерации: 5.97120985800575
2025-12-01 14:09:19,355 - INFO - размер множества omega: 250, время итерации: 5.867303940001875
2025-12-01 14:09:25,165 - INFO - размер множества omega: 249, время итерации: 5.809356753990869
2025-12-01 14:09:30,999 - INFO - размер множества omega: 248, время итерации: 5.833744732008199
2025-12-01 14:09:36,747 - INFO - размер множества omega: 247, время итерации: 5.748675869006547
2025-12-01 14:09:42,483 - INFO - размер множества omega: 246, время итерации: 5.73574551200727
2025-12-01 14:09:48,177 - INFO - размер множества omega: 245, время итерации: 5.694201391990646
2025-12-01 14:09:53,850 - INFO - размер множества omega: 244, время итерации: 5.6723724660114385
2025-12-01 14:09:59,546 - INFO - размер множества omega: 243, время итерации: 5.696458851991338
2025-12-01 14:10:05,108 - INFO - размер множества omega: 242, время итерации: 5.561757528004819
2025-12-01 14:10:10,663 - INFO - размер множества omega: 241, время итерации: 5.555023173001246
2025-12-01 14:10:16,218 - INFO - размер множества omega: 240, время итерации: 5.553975264003384
2025-12-01 14:10:21,674 - INFO - размер множества omega: 239, время итерации: 5.456444377996377
2025-12-01 14:10:27,112 - INFO - размер множества omega: 238, время итерации: 5.437987098004669
2025-12-01 14:10:32,556 - INFO - размер множества omega: 237, время итерации: 5.443713104992639
2025-12-01 14:10:37,940 - INFO - размер множества omega: 236, время итерации: 5.384324284008471
2025-12-01 14:10:43,316 - INFO - размер множества omega: 235, время итерации: 5.37527298500936
2025-12-01 14:10:48,741 - INFO - размер множества omega: 234, время итерации: 5.424934795009904
2025-12-01 14:10:54,033 - INFO - размер множества omega: 233, время итерации: 5.292504664990702
2025-12-01 14:10:59,358 - INFO - размер множества omega: 232, время итерации: 5.324330589006422
2025-12-01 14:11:04,649 - INFO - размер множества omega: 231, время итерации: 5.291247312998166
2025-12-01 14:11:09,888 - INFO - размер множества omega: 230, время итерации: 5.23856604800676
2025-12-01 14:11:15,072 - INFO - размер множества omega: 229, время итерации: 5.183639765993576
2025-12-01 14:11:20,243 - INFO - размер множества omega: 228, время итерации: 5.171338459011167
2025-12-01 14:11:25,383 - INFO - размер множества omega: 227, время итерации: 5.139832076005405
2025-12-01 14:11:30,473 - INFO - размер множества omega: 226, время итерации: 5.089405702005024
2025-12-01 14:11:35,597 - INFO - размер множества omega: 225, время итерации: 5.123899196987622
2025-12-01 14:11:40,620 - INFO - размер множества omega: 224, время итерации: 5.0233228230063105
2025-12-01 14:11:45,584 - INFO - размер множества omega: 223, время итерации: 4.963553110996145
2025-12-01 14:11:50,575 - INFO - размер множества omega: 222, время итерации: 4.9909472440049285
2025-12-01 14:11:55,475 - INFO - размер множества omega: 221, время итерации: 4.900409032008611
2025-12-01 14:12:00,370 - INFO - размер множества omega: 220, время итерации: 4.894729006002308
2025-12-01 14:12:05,256 - INFO - размер множества omega: 219, время итерации: 4.886073660003603
2025-12-01 14:12:10,192 - INFO - размер множества omega: 218, время итерации: 4.935810270995717
2025-12-01 14:12:15,044 - INFO - размер множества omega: 217, время итерации: 4.8523203499935335
2025-12-01 14:12:19,899 - INFO - размер множества omega: 216, время итерации: 4.854904368999996
2025-12-01 14:12:24,646 - INFO - размер множества omega: 215, время итерации: 4.746555132995127
2025-12-01 14:12:29,342 - INFO - размер множества omega: 214, время итерации: 4.6960517010011245
2025-12-01 14:12:34,114 - INFO - размер множества omega: 213, время итерации: 4.771974390998366
2025-12-01 14:12:38,827 - INFO - размер множества omega: 212, время итерации: 4.712472287996206
2025-12-01 14:12:43,499 - INFO - размер множества omega: 211, время итерации: 4.672213174999342
2025-12-01 14:12:48,129 - INFO - размер множества omega: 210, время итерации: 4.629775442997925
2025-12-01 14:12:52,822 - INFO - размер множества omega: 209, время итерации: 4.692828020997695
2025-12-01 14:12:57,405 - INFO - размер множества omega: 208, время итерации: 4.583742857998004
2025-12-01 14:13:01,918 - INFO - размер множества omega: 207, время итерации: 4.512517962997663
2025-12-01 14:13:06,465 - INFO - размер множества omega: 206, время итерации: 4.546369822011911
2025-12-01 14:13:10,998 - INFO - размер множества omega: 205, время итерации: 4.533299932008958
2025-12-01 14:13:15,480 - INFO - размер множества omega: 204, время итерации: 4.482089179989998
2025-12-01 14:13:19,939 - INFO - размер множества omega: 203, время итерации: 4.45886608499859
2025-12-01 14:13:24,438 - INFO - размер множества omega: 202, время итерации: 4.498699203002616
2025-12-01 14:13:28,866 - INFO - размер множества omega: 201, время итерации: 4.428521395995631
2025-12-01 14:13:33,271 - INFO - размер множества omega: 200, время итерации: 4.404971094001667
2025-12-01 14:13:37,635 - INFO - размер множества omega: 199, время итерации: 4.363557443008176
2025-12-01 14:13:42,021 - INFO - размер множества omega: 198, время итерации: 4.385525591002079
2025-12-01 14:13:46,280 - INFO - размер множества omega: 197, время итерации: 4.259535423989291
2025-12-01 14:13:50,500 - INFO - размер множества omega: 196, время итерации: 4.2193742060044315
2025-12-01 14:13:54,810 - INFO - размер множества omega: 195, время итерации: 4.3103100059961434
2025-12-01 14:13:59,029 - INFO - размер множества omega: 194, время итерации: 4.219225160006317
2025-12-01 14:14:03,159 - INFO - размер множества omega: 193, время итерации: 4.128996194995125
2025-12-01 14:14:07,246 - INFO - размер множества omega: 192, время итерации: 4.087659504002659
2025-12-01 14:14:11,469 - INFO - размер множества omega: 191, время итерации: 4.222591925994493
2025-12-01 14:14:15,639 - INFO - размер множества omega: 190, время итерации: 4.169651917996816
2025-12-01 14:14:19,699 - INFO - размер множества omega: 189, время итерации: 4.0599998329998925
2025-12-01 14:14:23,717 - INFO - размер множества omega: 188, время итерации: 4.0180077709956095
2025-12-01 14:14:27,761 - INFO - размер множества omega: 187, время итерации: 4.044295582003542
2025-12-01 14:14:31,711 - INFO - размер множества omega: 186, время итерации: 3.9501986999966903
2025-12-01 14:14:35,663 - INFO - размер множества omega: 185, время итерации: 3.951545610005269
2025-12-01 14:14:39,590 - INFO - размер множества omega: 184, время итерации: 3.926492882994353
2025-12-01 14:14:43,599 - INFO - размер множества omega: 183, время итерации: 4.009246059998986
2025-12-01 14:14:47,512 - INFO - размер множества omega: 182, время итерации: 3.9127921119943494
2025-12-01 14:14:51,362 - INFO - размер множества omega: 181, время итерации: 3.849998024001252
2025-12-01 14:14:55,217 - INFO - размер множества omega: 180, время итерации: 3.8547656729933806
2025-12-01 14:14:59,092 - INFO - размер множества omega: 179, время итерации: 3.8748533650068566
2025-12-01 14:15:02,905 - INFO - размер множества omega: 178, время итерации: 3.8129088560090167
2025-12-01 14:15:06,741 - INFO - размер множества omega: 177, время итерации: 3.835942445002729
2025-12-01 14:15:10,488 - INFO - размер множества omega: 176, время итерации: 3.7474894180049887
2025-12-01 14:15:14,241 - INFO - размер множества omega: 175, время итерации: 3.752587618000689
2025-12-01 14:15:17,978 - INFO - размер множества omega: 174, время итерации: 3.7373863910033833
2025-12-01 14:15:21,614 - INFO - размер множества omega: 173, время итерации: 3.635451074995217
2025-12-01 14:15:25,283 - INFO - размер множества omega: 172, время итерации: 3.669428973007598
2025-12-01 14:15:28,964 - INFO - размер множества omega: 171, время итерации: 3.6802315509994514
2025-12-01 14:15:32,511 - INFO - размер множества omega: 170, время итерации: 3.5471506510075415
2025-12-01 14:15:36,108 - INFO - размер множества omega: 169, время итерации: 3.5972598669904983
2025-12-01 14:15:39,623 - INFO - размер множества omega: 168, время итерации: 3.514305267992313
2025-12-01 14:15:43,143 - INFO - размер множества omega: 167, время итерации: 3.5199734849884408
2025-12-01 14:15:46,686 - INFO - размер множества omega: 166, время итерации: 3.5433691529906355
2025-12-01 14:15:50,194 - INFO - размер множества omega: 165, время итерации: 3.5076077330013504
2025-12-01 14:15:53,650 - INFO - размер множества omega: 164, время итерации: 3.4566078269999707
2025-12-01 14:15:57,076 - INFO - размер множества omega: 163, время итерации: 3.4256725650047883
2025-12-01 14:16:00,480 - INFO - размер множества omega: 162, время итерации: 3.4039540280064102
2025-12-01 14:16:03,875 - INFO - размер множества omega: 161, время итерации: 3.394226720003644
2025-12-01 14:16:07,191 - INFO - размер множества omega: 160, время итерации: 3.315974280005321
2025-12-01 14:16:10,527 - INFO - размер множества omega: 159, время итерации: 3.336362750007538
2025-12-01 14:16:13,848 - INFO - размер множества omega: 158, время итерации: 3.3206031909940066
